title,description,unit_type,rental_mode,price,room_price,bed_price,city,district,address,distance_to_university,nearby_universities,num_rooms,num_beds,num_bathrooms,gender_preference,has_internet,has_water,has_electricity,has_gas,has_ac,min_stay_months,max_stay_months,status,landlord_username
Shared Room at Sheikh Zayed,"Rent billed monthly. Nearby: Church, Mosque, Gym, Hospital / Medical Center, Public Transport Station, Restaurants & Cafes. Room breakdown — Room 1 (Triple): Study Desk & Chair, Mini Fridge, AC, Mirror, Private TV",room,,,4300,,Ismailia,Sheikh Zayed,"El Share3 El Tegari, 3emara 110 - Ganb Gam3 Badr",4.54 km,Suez Canal University,1,3,1,any,False,True,True,True,False,1,,available,imported_ismailia_listings
Shared Room at Old University,"Rent billed semester. Nearby: Mosque, Gym, Bakery, Supermarket / Grocery, Church, Pharmacy. Room breakdown — Room 1 (Triple): Private Bath, Fan, Wardrobe, Window / View, Iron & Ironing Board",room,,,20900,,Ismailia,Old University,"3emara 20, 1 St - Ganb Kobri El Gam3a",6.44 km,Suez Canal University,1,3,1,any,False,True,True,True,False,4,,available,imported_ismailia_listings
Studio at Arishiyat Misr,"Rent billed monthly. Nearby: Mosque, Restaurants & Cafes, Public Transport Station, ATM, Pharmacy, Bakery. Room breakdown — Room 1 (Single): Wardrobe, Mirror, Window / View, Desk",apartment,whole_apartment,3900,,,Ismailia,Arishiyat Misr,"Harat El Meliqy, Men Sekka Hadid St - Beit No. 4",4.59 km,Suez Canal University,1,1,1,any,True,True,False,True,False,1,,available,imported_ismailia_listings
Studio at El Eshreeni,"Rent billed monthly. Nearby: Supermarket / Grocery, Gym, Church, Public Transport Station, Bakery, ATM. Room breakdown — Room 1 (Single): Private Bath, Mirror, Desk, Window / View",apartment,whole_apartment,4950,,,Ismailia,El Eshreeni,"3emara 33, Hoda Shaarawy St - Odam El Forn El Aly",1.99 km,Suez Canal University,1,1,1,any,True,False,True,True,False,1,,available,imported_ismailia_listings
Shared Room at Arishiyat Misr,"Rent billed monthly. Nearby: Gym, Public Transport Station, Hospital / Medical Center, Mosque, Restaurants & Cafes, Church. Room breakdown — Room 1 (Triple): Study Desk & Chair, Mini Fridge, AC, Mirror, Private TV",room,,,4100,,Ismailia,Arishiyat Misr,"Harat El Meliqy, Men Sekka Hadid St - Beit No. 4",5.71 km,Suez Canal University,1,3,1,any,True,True,False,True,False,1,,available,imported_ismailia_listings
Studio at El Thalatini,"Rent billed monthly. Nearby: Gym, ATM, Pharmacy, Mosque, Restaurants & Cafes, Church. Room breakdown — Room 1 (Single): Private Bath, Mirror, Desk, Window / View",apartment,whole_apartment,2500,,,Ismailia,El Thalatini,"3emara 90, El Thalatini St - Ganb Maw2af El Ferdaws",4.85 km,Suez Canal University,1,1,1,any,True,True,False,True,True,1,,available,imported_ismailia_listings
Apartment at Shebin,"Rent billed monthly. Nearby: Mosque, Public Transport Station, Church, Gym, ATM, Bakery. Room breakdown — Room 1 (Triple): AC, Private Bath, Wardrobe, Mirror, Desk | Room 2 (Triple): Private Bath, Fan, Wardrobe, Window / View, Iron & Ironing Board",apartment,whole_apartment,8350,,,Ismailia,Shebin,"3emara 14, Shebin St - Wara Madraset El Technology",2.16 km,Suez Canal University,2,6,1,any,True,False,True,True,False,1,,available,imported_ismailia_listings
Studio at El Khamssa,"Rent billed monthly. Nearby: Bakery, Mosque, Pharmacy, Public Transport Station, Supermarket / Grocery, Church. Room breakdown — Room 1 (Single): Private Bath, Mirror, Desk, Window / View",apartment,whole_apartment,3000,,,Ismailia,El Khamssa,"El 500 Wahda, 3emara 12 - Odam Saydaleyet El Salam",2.05 km,Suez Canal University,1,1,1,any,True,True,True,False,False,1,,available,imported_ismailia_listings
Apartment at The Stadium,"Rent billed monthly. Nearby: Pharmacy, Restaurants & Cafes, Church, Mosque, Dry Clean / Laundry, Hospital / Medical Center. Room breakdown — Room 1 (Single): Study Desk & Chair, Mini Fridge, Wardrobe, Window / View | Room 2 (Single): Study Desk & Chair, Mini Fridge, Wardrobe, Window / View | Room 3 (Single): Private Bath, Mirror, Desk, Window / View | Room 4 (Single): AC, Wardrobe, Mirror, Window / View",apartment,whole_apartment,5050,,,Ismailia,The Stadium,"Reda St, 3emara 45 - Odam Bawabet El Nadi El Ismaeili",4.21 km,Suez Canal University,4,4,1,any,True,True,False,True,True,1,,available,imported_ismailia_listings
Studio at El Sabe'a,"Rent billed monthly. Nearby: Supermarket / Grocery, Church, Restaurants & Cafes, Public Transport Station, Pharmacy, Mosque. Room breakdown — Room 1 (Double): Private Bath, Balcony, Fan, Mirror",apartment,whole_apartment,5350,,,Ismailia,El Sabe'a,"3emara 55, El Me3maria St - Ganb Nadi El Kahraba",1.11 km,Suez Canal University,1,2,1,any,True,True,True,False,True,1,,available,imported_ismailia_listings
Studio at El Mamar,"Rent billed monthly. Nearby: Restaurants & Cafes, Public Transport Station, Church, Dry Clean / Laundry, Mosque, Gym. Room breakdown — Room 1 (Double): AC, Desk, Iron & Ironing Board, Mirror",apartment,whole_apartment,4600,,,Ismailia,El Mamar,"Bank Misr St, Makkah Tower - Fo2 Cilantro Café",4.72 km,Suez Canal University,1,2,1,any,True,False,True,True,True,1,,available,imported_ismailia_listings
Apartment at Hay El Salam,"Rent billed monthly. Nearby: Gym, Restaurants & Cafes, Church, ATM, Hospital / Medical Center, Supermarket / Grocery. Room breakdown — Room 1 (Single): Mini Fridge, Private TV, Wardrobe, Desk | Room 2 (Single): Mini Fridge, Private TV, Wardrobe, Desk | Room 3 (Single): AC, Wardrobe, Mirror, Window / View | Room 4 (Single): Wardrobe, Mirror, Window / View, Desk",apartment,whole_apartment,4600,,,Ismailia,Hay El Salam,"3emara 110, Tanta St",3.53 km,Suez Canal University,4,4,1,any,True,True,True,False,True,1,,available,imported_ismailia_listings
Apartment at Fox,"Rent billed monthly. Nearby: Restaurants & Cafes, Dry Clean / Laundry, Public Transport Station, Bakery, Mosque, Pharmacy. Room breakdown — Room 1 (Double): Balcony, Private Bath, Mirror, Private TV | Room 2 (Single): Study Desk & Chair, Mini Fridge, Wardrobe, Window / View | Room 3 (Single): Wardrobe, Mirror, Window / View, Desk",apartment,whole_apartment,4850,,,Ismailia,Fox,"3emara 9, Fox St - Odam El Saydaleya",4.61 km,Suez Canal University,3,4,1,any,True,False,True,True,False,1,,available,imported_ismailia_listings
Studio at Hay El Salam,"Rent billed monthly. Nearby: Restaurants & Cafes, Pharmacy, Bakery, Church, Supermarket / Grocery, ATM. Room breakdown — Room 1 (Double): Wardrobe, Fan, Window / View, Mirror",apartment,whole_apartment,3450,,,Ismailia,Hay El Salam,"El Bahary St, 3emara 50",3.94 km,Suez Canal University,1,2,1,any,True,True,True,False,True,1,,available,imported_ismailia_listings
Studio at Ard El Gami'at,"Rent billed monthly. Nearby: Church, Public Transport Station, Bakery, ATM, Gym, Dry Clean / Laundry. Room breakdown — Room 1 (Single): Study Desk & Chair, Mini Fridge, Wardrobe, Window / View",apartment,whole_apartment,2850,,,Ismailia,Ard El Gami'at,"3emara 3, Ard El Gami'at - Ganb Sakan El Talebat",5.84 km,Suez Canal University,1,1,1,any,True,True,False,True,True,1,,available,imported_ismailia_listings
Apartment at El Eshreeni,"Rent billed semester. Nearby: Gym, Restaurants & Cafes, Bakery, Church, Public Transport Station, Hospital / Medical Center. Room breakdown — Room 1 (Double): Private Bath, Private TV, Desk, Wardrobe | Room 2 (Double): AC, Desk, Iron & Ironing Board, Wardrobe | Room 3 (Single): Balcony, Mirror, Wardrobe, Private TV | Room 4 (Single): Wardrobe, Mirror, Window / View, Desk",apartment,whole_apartment,40300,,,Ismailia,El Eshreeni,El Eshreeni St x Hoda Shaarawy - Odam Kheir Zaman,1.96 km,Suez Canal University,4,6,1,any,False,True,True,True,True,4,,available,imported_ismailia_listings
Apartment at Fox,"Rent billed monthly. Nearby: Church, Dry Clean / Laundry, Gym, Public Transport Station, ATM, Hospital / Medical Center. Room breakdown — Room 1 (Double): Wardrobe, Fan, Window / View, Mirror | Room 2 (Single): Study Desk & Chair, Iron & Ironing Board, Private TV | Room 3 (Single): Study Desk & Chair, Iron & Ironing Board, Private TV",apartment,whole_apartment,4550,,,Ismailia,Fox,"Fox St, Victoria Tower 1 - Ganb El Hayah Market",3.69 km,Suez Canal University,3,4,1,any,False,True,True,True,False,1,,available,imported_ismailia_listings
Apartment at Shebin,"Rent billed monthly. Nearby: Pharmacy, Restaurants & Cafes, Public Transport Station, Bakery, Church, Gym. Room breakdown — Room 1 (Triple): Study Desk & Chair, Mini Fridge, AC, Mirror, Private TV | Room 2 (Triple): Private Bath, Fan, Wardrobe, Window / View, Iron & Ironing Board",apartment,whole_apartment,8150,,,Ismailia,Shebin,"3emara 40, Ibrahim Salama St",2.37 km,Suez Canal University,2,6,1,any,False,True,True,True,True,1,,available,imported_ismailia_listings
Apartment at Old University,"Rent billed monthly. Nearby: ATM, Dry Clean / Laundry, Restaurants & Cafes, Pharmacy, Church, Gym. Room breakdown — Room 1 (Double): AC, Desk, Iron & Ironing Board, Mirror | Room 2 (Single): Study Desk & Chair, Iron & Ironing Board, Private TV | Room 3 (Single): AC, Wardrobe, Mirror, Window / View",apartment,whole_apartment,4500,,,Ismailia,Old University,"3emara 20, 1 St - Ganb Kobri El Gam3a",5.87 km,Suez Canal University,3,4,1,any,True,True,False,True,False,1,,available,imported_ismailia_listings
Apartment at El Thalatini,"Rent billed monthly. Nearby: Restaurants & Cafes, Dry Clean / Laundry, Church, Public Transport Station, Bakery, Mosque. Room breakdown — Room 1 (Double): Private Bath, Private TV, Desk, Wardrobe | Room 2 (Double): Wardrobe, Fan, Window / View, Mirror | Room 3 (Single): Balcony, Mirror, Wardrobe, Private TV | Room 4 (Single): Study Desk & Chair, Iron & Ironing Board, Private TV",apartment,whole_apartment,5750,,,Ismailia,El Thalatini,"3emara 45, Tanta St",4.74 km,Suez Canal University,4,6,1,any,True,True,True,False,False,1,,available,imported_ismailia_listings
Apartment at Fox,"Rent billed semester. Nearby: Bakery, Pharmacy, Mosque, Dry Clean / Laundry, Restaurants & Cafes, Church. Room breakdown — Room 1 (Single): AC, Wardrobe, Mirror, Window / View | Room 2 (Single): AC, Wardrobe, Mirror, Window / View | Room 3 (Single): Wardrobe, Mirror, Window / View, Desk | Room 4 (Single): Balcony, Mirror, Wardrobe, Private TV",apartment,whole_apartment,22000,,,Ismailia,Fox,"3emara 9, Fox St - Odam El Saydaleya",3.84 km,Suez Canal University,4,4,1,any,True,False,True,True,False,4,,available,imported_ismailia_listings
Studio at Shebin,"Rent billed semester. Nearby: Public Transport Station, Restaurants & Cafes, Dry Clean / Laundry, Church, Mosque, Hospital / Medical Center. Room breakdown — Room 1 (Double): Wardrobe, Fan, Window / View, Mirror",apartment,whole_apartment,28150,,,Ismailia,Shebin,"El Safwa Tower, Shebin St - Odam Magma3 El Ma7akem",1.67 km,Suez Canal University,1,2,1,any,True,True,True,False,False,4,,available,imported_ismailia_listings
Apartment at El Thalatini,"Rent billed semester. Nearby: Bakery, Mosque, Church, ATM, Public Transport Station, Pharmacy. Room breakdown — Room 1 (Double): Private Bath, Private TV, Desk, Wardrobe | Room 2 (Single): Study Desk & Chair, Iron & Ironing Board, Private TV | Room 3 (Single): Balcony, Mirror, Wardrobe, Private TV",apartment,whole_apartment,23350,,,Ismailia,El Thalatini,El Thalatini x Tanta St - Odam El Halawanya,4.72 km,Suez Canal University,3,4,1,any,True,True,False,True,True,4,,available,imported_ismailia_listings
Apartment at El Thalatini,"Rent billed semester. Nearby: Dry Clean / Laundry, Mosque, Pharmacy, Supermarket / Grocery, Restaurants & Cafes, Public Transport Station. Room breakdown — Room 1 (Single): Study Desk & Chair, Mini Fridge, Wardrobe, Window / View | Room 2 (Single): Study Desk & Chair, Iron & Ironing Board, Private TV | Room 3 (Single): Wardrobe, Mirror, Window / View, Desk | Room 4 (Single): Wardrobe, Mirror, Window / View, Desk",apartment,whole_apartment,23000,,,Ismailia,El Thalatini,"3emara 90, El Thalatini St - Ganb Maw2af El Ferdaws",5.17 km,Suez Canal University,4,4,1,any,False,True,True,True,True,4,,available,imported_ismailia_listings
Studio at Ard El Gami'at,"Rent billed monthly. Nearby: Pharmacy, Restaurants & Cafes, Hospital / Medical Center, Church, Public Transport Station, Supermarket / Grocery. Room breakdown — Room 1 (Single): Study Desk & Chair, Mini Fridge, Wardrobe, Window / View",apartment,whole_apartment,2500,,,Ismailia,Ard El Gami'at,"Gam3eyet El 3asher, 3emara 15 - Ganb El Gam3 El Kebir",5.8 km,Suez Canal University,1,1,1,any,True,False,True,True,True,1,,available,imported_ismailia_listings
Studio at The Stadium,"Rent billed monthly. Nearby: Public Transport Station, ATM, Restaurants & Cafes, Hospital / Medical Center, Dry Clean / Laundry, Supermarket / Grocery. Room breakdown — Room 1 (Double): Private Bath, Private TV, Desk, Wardrobe",apartment,whole_apartment,3300,,,Ismailia,The Stadium,El Madares St - Ganb Madraset Taffiti,3.34 km,Suez Canal University,1,2,1,any,True,False,True,True,False,1,,available,imported_ismailia_listings
Shared Room at Old University,"Rent billed monthly. Nearby: Hospital / Medical Center, Bakery, Restaurants & Cafes, ATM, Mosque, Supermarket / Grocery. Room breakdown — Room 1 (Triple): Mini Fridge, AC, Iron & Ironing Board, Mirror, Wardrobe",room,,,3900,,Ismailia,Old University,"3emara 20, 1 St - Ganb Kobri El Gam3a",6.45 km,Suez Canal University,1,3,1,any,True,True,False,True,False,1,,available,imported_ismailia_listings
Apartment at El Sabe'a,"Rent billed monthly. Nearby: ATM, Supermarket / Grocery, Mosque, Dry Clean / Laundry, Hospital / Medical Center, Gym. Room breakdown — Room 1 (Double): AC, Desk, Iron & Ironing Board, Mirror | Room 2 (Single): Balcony, Mirror, Wardrobe, Private TV | Room 3 (Single): Study Desk & Chair, Mini Fridge, Wardrobe, Window / View | Room 4 (Single): Wardrobe, Mirror, Window / View, Desk",apartment,whole_apartment,5950,,,Ismailia,El Sabe'a,"El Niqabat St, 3emara 8 - Wara Magma3 El Ma7akem",0.92 km,Suez Canal University,4,5,1,any,True,True,False,True,True,1,,available,imported_ismailia_listings
Apartment at Old University,"Rent billed monthly. Nearby: ATM, Public Transport Station, Hospital / Medical Center, Restaurants & Cafes, Supermarket / Grocery, Bakery. Room breakdown — Room 1 (Double): Mini Fridge, Mirror, Desk, Window / View | Room 2 (Double): AC, Desk, Iron & Ironing Board, Mirror | Room 3 (Single): Balcony, Mirror, Wardrobe, Private TV",apartment,whole_apartment,6600,,,Ismailia,Old University,"6 St, 3emara 14",6.35 km,Suez Canal University,3,5,1,any,False,True,True,True,False,1,,available,imported_ismailia_listings
Studio at Old University,"Rent billed semester. Nearby: Bakery, Restaurants & Cafes, Hospital / Medical Center, Dry Clean / Laundry, Church, ATM. Room breakdown — Room 1 (Single): Study Desk & Chair, Mini Fridge, Wardrobe, Window / View",apartment,whole_apartment,19800,,,Ismailia,Old University,"Mohamed Ali St, 3emara 10 - Odam Vila El Mohafiz",5.94 km,Suez Canal University,1,1,1,any,False,True,True,True,False,4,,available,imported_ismailia_listings
Shared Room at Ard El Gami'at,"Rent billed monthly. Nearby: Restaurants & Cafes, Bakery, Gym, Supermarket / Grocery, ATM, Church. Room breakdown — Room 1 (Triple): Private Bath, Fan, Wardrobe, Window / View, Iron & Ironing Board",room,,,4100,,Ismailia,Ard El Gami'at,"Gam3eyet El 3asher, 3emara 15 - Ganb El Gam3 El Kebir",4.95 km,Suez Canal University,1,3,1,any,True,True,True,False,False,1,,available,imported_ismailia_listings
Shared Room at Hay El Salam,"Rent billed monthly. Nearby: Public Transport Station, Bakery, Hospital / Medical Center, Restaurants & Cafes, Gym, Mosque. Room breakdown — Room 1 (Triple): Study Desk & Chair, Mini Fridge, AC, Mirror, Private TV",room,,,3850,,Ismailia,Hay El Salam,"3emara 88, Hay El Salam - Ganb Gam3 El Fath",3.5 km,Suez Canal University,1,3,1,any,True,False,True,True,False,1,,available,imported_ismailia_listings
Studio at Ard El Gami'at,"Rent billed monthly. Nearby: Public Transport Station, Pharmacy, Church, Hospital / Medical Center, Supermarket / Grocery, Dry Clean / Laundry. Room breakdown — Room 1 (Single): Private Bath, Mirror, Desk, Window / View",apartment,whole_apartment,2600,,,Ismailia,Ard El Gami'at,"3emara 3, Ard El Gami'at - Ganb Sakan El Talebat",5.19 km,Suez Canal University,1,1,1,any,False,True,True,True,False,1,,available,imported_ismailia_listings
Studio at Fox,"Rent billed monthly. Nearby: Mosque, Restaurants & Cafes, Public Transport Station, ATM, Pharmacy, Bakery. Room breakdown — Room 1 (Single): Study Desk & Chair, Iron & Ironing Board, Private TV",apartment,whole_apartment,2950,,,Ismailia,Fox,"Fox St, Victoria Tower 1 - Ganb El Hayah Market",3.53 km,Suez Canal University,1,1,1,any,True,True,False,True,False,1,,available,imported_ismailia_listings
Studio at El Sabe'a,"Rent billed semester. Nearby: Restaurants & Cafes, Pharmacy, Bakery, Gym, Public Transport Station, ATM. Room breakdown — Room 1 (Double): Wardrobe, Fan, Window / View, Mirror",apartment,whole_apartment,24450,,,Ismailia,El Sabe'a,"El Niqabat St, 3emara 8 - Wara Magma3 El Ma7akem",1.19 km,Suez Canal University,1,2,1,any,False,True,True,True,True,4,,available,imported_ismailia_listings
Apartment at El Khamssa,"Rent billed monthly. Nearby: Restaurants & Cafes, Church, Hospital / Medical Center, Dry Clean / Laundry, ATM, Pharmacy. Room breakdown — Room 1 (Double): Balcony, Private Bath, Mirror, Private TV | Room 2 (Double): Private Bath, Balcony, Fan, Mirror | Room 3 (Double): Private Bath, Private TV, Desk, Wardrobe",apartment,whole_apartment,6350,,,Ismailia,El Khamssa,"3emara 22, El 500 Wahda",1.38 km,Suez Canal University,3,6,1,any,True,False,True,True,True,1,,available,imported_ismailia_listings
Apartment at El Thalatini,"Rent billed monthly. Nearby: Dry Clean / Laundry, ATM, Public Transport Station, Pharmacy, Mosque, Church. Room breakdown — Room 1 (Double): Private Bath, Private TV, Desk, Wardrobe | Room 2 (Single): AC, Wardrobe, Mirror, Window / View | Room 3 (Single): Wardrobe, Mirror, Window / View, Desk",apartment,whole_apartment,4850,,,Ismailia,El Thalatini,El Thalatini x Tanta St - Odam El Halawanya,4.57 km,Suez Canal University,3,4,1,any,True,True,True,False,False,1,,available,imported_ismailia_listings
Shared Room at Hay El Salam,"Rent billed monthly. Nearby: Supermarket / Grocery, Mosque, Church, Restaurants & Cafes, Hospital / Medical Center, Gym. Room breakdown — Room 1 (Triple): Study Desk & Chair, Mini Fridge, AC, Mirror, Private TV",room,,,3950,,Ismailia,Hay El Salam,"3emara 110, Tanta St",3.3 km,Suez Canal University,1,3,1,any,True,False,True,True,False,1,,available,imported_ismailia_listings
Shared Room at Shebin,"Rent billed monthly. Nearby: Public Transport Station, Gym, Supermarket / Grocery, Restaurants & Cafes, Hospital / Medical Center, Bakery. Room breakdown — Room 1 (Triple): Private Bath, Balcony, Wardrobe, Fan, Desk",room,,,5750,,Ismailia,Shebin,El Salam Tower - Nassyet Shebin,2.33 km,Suez Canal University,1,3,1,any,True,True,True,False,False,1,,available,imported_ismailia_listings
Apartment at Hay El Salam,"Rent billed monthly. Nearby: Gym, Church, Public Transport Station, Hospital / Medical Center, Supermarket / Grocery, Restaurants & Cafes. Room breakdown — Room 1 (Double): AC, Desk, Iron & Ironing Board, Wardrobe | Room 2 (Single): AC, Wardrobe, Mirror, Window / View | Room 3 (Single): Private Bath, Mirror, Desk, Window / View",apartment,whole_apartment,4450,,,Ismailia,Hay El Salam,"El Bahary St, 3emara 50",3.64 km,Suez Canal University,3,4,1,any,True,True,True,False,False,1,,available,imported_ismailia_listings
Apartment at Hay El Salam,"Rent billed monthly. Nearby: Mosque, Gym, Pharmacy, Public Transport Station, Church, Hospital / Medical Center. Room breakdown — Room 1 (Triple): Private Bath, Balcony, Wardrobe, Fan, Desk | Room 2 (Double): AC, Desk, Iron & Ironing Board, Mirror",apartment,whole_apartment,5200,,,Ismailia,Hay El Salam,El Daqahlia St x Tanta St - 3emara 15,3.29 km,Suez Canal University,2,5,1,any,True,True,True,False,True,1,,available,imported_ismailia_listings
Shared Room at Ard El Gami'at,"Rent billed monthly. Nearby: Pharmacy, Restaurants & Cafes, Bakery, Supermarket / Grocery, Public Transport Station, ATM. Room breakdown — Room 1 (Triple): AC, Private Bath, Wardrobe, Mirror, Desk",room,,,4450,,Ismailia,Ard El Gami'at,"El Mostashfa El Takhasosi St, El Rawda Tower - Ganb El Saydaleya",3.38 km,Suez Canal University,1,3,1,any,True,False,True,True,False,1,,available,imported_ismailia_listings
Studio at El Eshreeni,"Rent billed monthly. Nearby: Church, Mosque, Restaurants & Cafes, Supermarket / Grocery, Dry Clean / Laundry, Pharmacy. Room breakdown — Room 1 (Single): Private Bath, Mirror, Desk, Window / View",apartment,whole_apartment,4500,,,Ismailia,El Eshreeni,"3emara 33, Hoda Shaarawy St - Odam El Forn El Aly",2.23 km,Suez Canal University,1,1,1,any,False,True,True,True,False,1,,available,imported_ismailia_listings
Apartment at Fox,"Rent billed monthly. Nearby: Hospital / Medical Center, Dry Clean / Laundry, Gym, Supermarket / Grocery, Public Transport Station, Bakery. Room breakdown — Room 1 (Double): Mini Fridge, Mirror, Desk, Window / View | Room 2 (Single): Balcony, Mirror, Wardrobe, Private TV | Room 3 (Single): Study Desk & Chair, Mini Fridge, Wardrobe, Window / View",apartment,whole_apartment,4400,,,Ismailia,Fox,"3emara 9, Fox St - Odam El Saydaleya",4.86 km,Suez Canal University,3,4,1,any,False,True,True,True,True,1,,available,imported_ismailia_listings
Apartment at El Mamar,"Rent billed monthly. Nearby: ATM, Hospital / Medical Center, Church, Supermarket / Grocery, Restaurants & Cafes, Pharmacy. Room breakdown — Room 1 (Double): Wardrobe, Fan, Window / View, Mirror | Room 2 (Double): Private Bath, Private TV, Desk, Wardrobe | Room 3 (Single): Mini Fridge, Private TV, Wardrobe, Desk | Room 4 (Single): Wardrobe, Mirror, Window / View, Desk",apartment,whole_apartment,6200,,,Ismailia,El Mamar,"3emara 5, El Mamar St - Ganb El Bank El Ahli",4.81 km,Suez Canal University,4,6,1,any,True,False,True,True,False,1,,available,imported_ismailia_listings
Studio at Arishiyat Misr,"Rent billed semester. Nearby: Dry Clean / Laundry, Church, Pharmacy, ATM, Supermarket / Grocery, Restaurants & Cafes. Room breakdown — Room 1 (Single): Mini Fridge, Private TV, Wardrobe, Desk",apartment,whole_apartment,19200,,,Ismailia,Arishiyat Misr,"El Sekka El Hadid St, 3emara 12 - Odam Warash El Sekka El Hadid",5.01 km,Suez Canal University,1,1,1,any,True,True,True,False,False,4,,available,imported_ismailia_listings
Shared Room at Old University,"Rent billed monthly. Nearby: Mosque, Public Transport Station, Supermarket / Grocery, Dry Clean / Laundry, ATM, Restaurants & Cafes. Room breakdown — Room 1 (Triple): Study Desk & Chair, Mini Fridge, AC, Mirror, Private TV",room,,,4100,,Ismailia,Old University,"3emara 20, 1 St - Ganb Kobri El Gam3a",6.44 km,Suez Canal University,1,3,1,any,True,True,True,False,True,1,,available,imported_ismailia_listings
Apartment at Sheikh Zayed,"Rent billed monthly. Nearby: Mosque, Supermarket / Grocery, ATM, Hospital / Medical Center, Dry Clean / Laundry, Public Transport Station. Room breakdown — Room 1 (Double): Private Bath, Private TV, Desk, Wardrobe | Room 2 (Double): Wardrobe, Fan, Window / View, Mirror | Room 3 (Double): AC, Desk, Iron & Ironing Board, Mirror",apartment,whole_apartment,6250,,,Ismailia,Sheikh Zayed,"El Share3 El Tegari, 3emara 110 - Ganb Gam3 Badr",3.55 km,Suez Canal University,3,6,1,any,True,True,False,True,True,1,,available,imported_ismailia_listings
Shared Room at El Eshreeni,"Rent billed semester. Nearby: Restaurants & Cafes, Pharmacy, Mosque, Hospital / Medical Center, Dry Clean / Laundry, Bakery. Room breakdown — Room 1 (Triple): AC, Private Bath, Wardrobe, Mirror, Desk",room,,,28000,,Ismailia,El Eshreeni,El Eshreeni St x Hoda Shaarawy - Odam Kheir Zaman,1.18 km,Suez Canal University,1,3,1,any,False,True,True,True,True,4,,available,imported_ismailia_listings
Shared Room at El Eshreeni,"Rent billed monthly. Nearby: Supermarket / Grocery, Dry Clean / Laundry, Bakery, Public Transport Station, Restaurants & Cafes, Pharmacy. Room breakdown — Room 1 (Triple): Mini Fridge, AC, Iron & Ironing Board, Mirror, Wardrobe",room,,,5250,,Ismailia,El Eshreeni,"Al-Amal Bldg, El Eshreeni St - Ganb El Bosta",1.02 km,Suez Canal University,1,3,1,any,True,True,False,True,False,1,,available,imported_ismailia_listings
Apartment at Hay El Salam,"Rent billed monthly. Nearby: Gym, Restaurants & Cafes, ATM, Supermarket / Grocery, Church, Mosque. Room breakdown — Room 1 (Double): Private Bath, Private TV, Desk, Wardrobe | Room 2 (Single): Wardrobe, Mirror, Window / View, Desk | Room 3 (Single): Private Bath, Mirror, Desk, Window / View",apartment,whole_apartment,5100,,,Ismailia,Hay El Salam,El Daqahlia St x Tanta St - 3emara 15,3.53 km,Suez Canal University,3,4,1,any,False,True,True,True,False,1,,available,imported_ismailia_listings
Studio at Sheikh Zayed,"Rent billed monthly. Nearby: Supermarket / Grocery, Hospital / Medical Center, Mosque, Restaurants & Cafes, Gym, Dry Clean / Laundry. Room breakdown — Room 1 (Single): Mini Fridge, Private TV, Wardrobe, Desk",apartment,whole_apartment,2650,,,Ismailia,Sheikh Zayed,"El Share3 El Tegari, 3emara 110 - Ganb Gam3 Badr",4.53 km,Suez Canal University,1,1,1,any,True,True,True,False,True,1,,available,imported_ismailia_listings
Studio at El Thalatini,"Rent billed monthly. Nearby: Dry Clean / Laundry, Bakery, ATM, Hospital / Medical Center, Supermarket / Grocery, Public Transport Station. Room breakdown — Room 1 (Single): Study Desk & Chair, Iron & Ironing Board, Private TV",apartment,whole_apartment,2750,,,Ismailia,El Thalatini,"3emara 90, El Thalatini St - Ganb Maw2af El Ferdaws",5.21 km,Suez Canal University,1,1,1,any,True,False,True,True,True,1,,available,imported_ismailia_listings
Apartment at El Thalatini,"Rent billed monthly. Nearby: Hospital / Medical Center, Pharmacy, Public Transport Station, Church, Supermarket / Grocery, Dry Clean / Laundry. Room breakdown — Room 1 (Double): AC, Desk, Iron & Ironing Board, Mirror | Room 2 (Single): Study Desk & Chair, Iron & Ironing Board, Private TV | Room 3 (Single): Mini Fridge, Private TV, Wardrobe, Desk",apartment,whole_apartment,4600,,,Ismailia,El Thalatini,"3emara 90, El Thalatini St - Ganb Maw2af El Ferdaws",4.8 km,Suez Canal University,3,4,1,any,True,True,False,True,False,1,,available,imported_ismailia_listings
Studio at The Stadium,"Rent billed monthly. Nearby: Supermarket / Grocery, Mosque, Public Transport Station, Restaurants & Cafes, Church, Pharmacy. Room breakdown — Room 1 (Double): Private Bath, Balcony, Fan, Mirror",apartment,whole_apartment,3200,,,Ismailia,The Stadium,El Madares St - Ganb Madraset Taffiti,3.07 km,Suez Canal University,1,2,1,any,True,True,True,False,True,1,,available,imported_ismailia_listings
Studio at El Thalatini,"Rent billed semester. Nearby: Supermarket / Grocery, Public Transport Station, Hospital / Medical Center, Mosque, Gym, Restaurants & Cafes. Room breakdown — Room 1 (Single): Wardrobe, Mirror, Window / View, Desk",apartment,whole_apartment,15950,,,Ismailia,El Thalatini,"Maydan El Ferdaws, 3emara 1 - Fo2 Saydaleyet Shady",5.2 km,Suez Canal University,1,1,1,any,False,True,True,True,False,4,,available,imported_ismailia_listings
